AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1190200625,TOWER HAMLETS,5,535523,180966,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,2 PEDAL CYCLE
1190200626,TOWER HAMLETS,5,537085,183359,1,2 PASSENGER,1 MALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200627,CROYDON,20,530968,168666,1,1 DRIVER/RIDER,1 MALE,60+,62,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200628,GREENWICH,6,542820,176653,1,1 DRIVER/RIDER,1 MALE,25-59,33,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200628,GREENWICH,6,542820,176653,2,1 DRIVER/RIDER,1 MALE,25-59,30,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200629,BARNET,30,526334,192359,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200630,HARROW,29,514406,190028,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200632,SOUTHWARK,8,534931,178348,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200633,BRENT,28,521909,184822,1,1 DRIVER/RIDER,1 MALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200634,RICHMOND-UPON-THAMES,24,519251,177191,1,1 DRIVER/RIDER,1 MALE,16-24,18,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200637,BROMLEY,19,548876,163052,1,1 DRIVER/RIDER,1 MALE,25-59,53,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200639,WESTMINSTER,1,528213,180407,1,1 DRIVER/RIDER,1 MALE,25-59,26,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200654,RICHMOND-UPON-THAMES,24,519143,175699,1,2 PASSENGER,1 MALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200656,ENFIELD,32,535103,198863,1,1 DRIVER/RIDER,2 FEMALE,60+,67,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200662,TOWER HAMLETS,5,535422,181433,1,1 DRIVER/RIDER,2 FEMALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200666,BARKING & DAGENHAM,16,548539,188084,1,1 DRIVER/RIDER,2 FEMALE,16-24,21,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200666,BARKING & DAGENHAM,16,548539,188084,2,1 DRIVER/RIDER,1 MALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200667,REDBRIDGE,14,541503,188337,1,2 PASSENGER,2 FEMALE,25-59,34,2,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200667,REDBRIDGE,14,541503,188337,2,2 PASSENGER,2 FEMALE,0-15,12,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200671,LAMBETH,9,530208,176113,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200673,BARNET,30,523968,189555,1,1 DRIVER/RIDER,1 MALE,60+,90,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200674,HAMMERSMITH & FULHAM,11,522839,178556,1,2 PASSENGER,2 FEMALE,60+,67,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190200675,WESTMINSTER,1,528359,181141,1,3 PEDESTRIAN,1 MALE,25-59,31,1,3 SLIGHT,09 IN ROAD - NOT CROSSING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200676,WESTMINSTER,1,528616,178578,1,1 DRIVER/RIDER,1 MALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200681,NEWHAM,17,540611,180127,1,1 DRIVER/RIDER,1 MALE,25-59,39,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200684,GREENWICH,6,542418,175466,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200685,HACKNEY,4,533024,182583,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200686,HAMMERSMITH & FULHAM,11,523538,176993,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200687,HAVERING,15,551432,188421,1,1 DRIVER/RIDER,2 FEMALE,25-59,32,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200687,HAVERING,15,551432,188421,2,1 DRIVER/RIDER,1 MALE,25-59,46,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200692,BROMLEY,19,542233,172804,1,1 DRIVER/RIDER,1 MALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200694,GREENWICH,6,540665,178407,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200704,ISLINGTON,3,531671,184143,1,1 DRIVER/RIDER,2 FEMALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200713,MERTON,22,529950,169304,1,1 DRIVER/RIDER,2 FEMALE,25-59,34,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200713,MERTON,22,529950,169304,2,2 PASSENGER,2 FEMALE,60+,69,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200717,LAMBETH,9,532211,172867,1,2 PASSENGER,2 FEMALE,0-15,2,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,2,2 PASSENGER,2 FEMALE,25-59,39,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,3,2 PASSENGER,1 MALE,0-15,13,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,4,2 PASSENGER,2 FEMALE,60+,65,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,5,2 PASSENGER,1 MALE,0-15,8,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,6,2 PASSENGER,1 MALE,25-59,33,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,7,2 PASSENGER,2 FEMALE,0-15,3,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,8,2 PASSENGER,2 FEMALE,25-59,39,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,9,2 PASSENGER,1 MALE,25-59,53,12,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,10,2 PASSENGER,2 FEMALE,25-59,47,12,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,11,2 PASSENGER,1 MALE,25-59,53,12,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,6 BUS OR COACH
1190200717,LAMBETH,9,532211,172867,12,2 PASSENGER,1 MALE,25-59,36,12,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200718,LAMBETH,9,529455,173672,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,5 TAXI
1190200719,SOUTHWARK,8,534981,176748,1,3 PEDESTRIAN,2 FEMALE,16-24,22,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200720,WESTMINSTER,1,530056,179566,1,3 PEDESTRIAN,2 FEMALE,25-59,50,2,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200720,WESTMINSTER,1,530056,179566,2,3 PEDESTRIAN,2 FEMALE,16-24,17,2,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190200722,GREENWICH,6,539552,178798,1,2 PASSENGER,2 FEMALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200723,LAMBETH,9,532041,177045,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200727,BROMLEY,19,542033,170271,1,1 DRIVER/RIDER,1 MALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200728,BARNET,30,521982,188133,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,3 POWERED 2 WHEELER
1190200729,KENSINGTON & CHELSEA,12,523730,182576,1,3 PEDESTRIAN,2 FEMALE,60+,82,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200730,TOWER HAMLETS,5,534507,181712,1,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,2 PEDAL CYCLE
1190200731,BROMLEY,19,541466,159848,1,2 PASSENGER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200732,BRENT,28,519472,183698,1,1 DRIVER/RIDER,2 FEMALE,16-24,18,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200736,CAMDEN,2,529565,183492,1,3 PEDESTRIAN,2 FEMALE,25-59,57,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200745,HACKNEY,4,535018,185247,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200751,HARROW,29,517025,192325,1,3 PEDESTRIAN,1 MALE,0-15,12,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200754,ISLINGTON,3,531451,186776,1,1 DRIVER/RIDER,1 MALE,25-59,59,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200755,CROYDON,20,530570,169820,1,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200756,EALING,27,514318,185066,1,1 DRIVER/RIDER,1 MALE,25-59,51,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200756,EALING,27,514318,185066,2,2 PASSENGER,2 FEMALE,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200756,EALING,27,514318,185066,3,2 PASSENGER,2 FEMALE,U,,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200762,SUTTON,21,529225,163775,1,1 DRIVER/RIDER,2 FEMALE,60+,71,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200767,TOWER HAMLETS,5,537819,183075,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,2 PEDAL CYCLE
1190200769,ENFIELD,32,536538,197873,1,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200770,CROYDON,20,536128,165492,1,2 PASSENGER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200771,KINGSTON-UPON-THAMES,23,518463,167400,1,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200774,HACKNEY,4,535540,185988,1,3 PEDESTRIAN,'-1 UNKNOWN,U,,1,3 SLIGHT,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200775,ISLINGTON,3,532780,181915,1,3 PEDESTRIAN,1 MALE,16-24,23,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200777,ISLINGTON,3,532230,182862,1,2 PASSENGER,2 FEMALE,60+,73,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200777,ISLINGTON,3,532230,182862,2,2 PASSENGER,2 FEMALE,25-59,42,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190200781,CROYDON,20,534294,168236,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200782,HOUNSLOW,25,515618,177196,1,1 DRIVER/RIDER,2 FEMALE,25-59,43,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200782,HOUNSLOW,25,515618,177196,2,1 DRIVER/RIDER,2 FEMALE,25-59,59,2,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,4 CAR
1190200784,HARINGEY,31,527771,188622,1,1 DRIVER/RIDER,2 FEMALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200788,HAMMERSMITH & FULHAM,11,523392,178656,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200789,SOUTHWARK,8,533995,175842,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200790,BRENT,28,521313,183654,1,2 PASSENGER,2 FEMALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200792,BARKING & DAGENHAM,16,547754,187895,1,3 PEDESTRIAN,2 FEMALE,60+,68,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200794,HOUNSLOW,25,512491,177252,1,1 DRIVER/RIDER,1 MALE,25-59,36,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,2 PEDAL CYCLE
1190200796,WANDSWORTH,10,523552,175868,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,3 POWERED 2 WHEELER
1190200797,HILLINGDON,26,510802,185141,1,1 DRIVER/RIDER,1 MALE,16-24,18,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200799,HARROW,29,515254,189660,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200801,WESTMINSTER,1,526885,180082,1,1 DRIVER/RIDER,1 MALE,16-24,21,1,2 SERIOUS,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,2 PEDAL CYCLE
1190200804,REDBRIDGE,14,544938,186203,1,3 PEDESTRIAN,2 FEMALE,25-59,54,1,3 SLIGHT,06 ON FOOTPATH - VERGE,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200808,NEWHAM,17,537889,185020,1,3 PEDESTRIAN,1 MALE,0-15,4,1,2 SERIOUS,10 UNKNOWN OR OTHER,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200812,EALING,27,512998,178713,1,1 DRIVER/RIDER,2 FEMALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,3 FROM DRIVERS O/SIDE,4 CAR
1190200813,HOUNSLOW,25,520355,178665,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200818,BRENT,28,518894,189816,1,3 PEDESTRIAN,1 MALE,25-59,52,1,3 SLIGHT,04 CROSSING ROAD WITHIN 50M XING,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200820,BARKING & DAGENHAM,16,548465,189261,1,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200825,LAMBETH,9,530299,176208,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200827,LEWISHAM,7,538125,175875,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200828,BEXLEY,18,549180,179080,1,2 PASSENGER,2 FEMALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200830,ISLINGTON,3,530764,185907,1,1 DRIVER/RIDER,2 FEMALE,25-59,53,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200832,MERTON,22,524747,169640,1,1 DRIVER/RIDER,2 FEMALE,16-24,20,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200834,WESTMINSTER,1,528547,181120,1,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200836,HOUNSLOW,25,515354,178311,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200836,HOUNSLOW,25,515354,178311,2,1 DRIVER/RIDER,1 MALE,25-59,32,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200836,HOUNSLOW,25,515354,178311,3,2 PASSENGER,1 MALE,16-24,24,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200837,GREENWICH,6,540152,178469,1,1 DRIVER/RIDER,1 MALE,25-59,49,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200837,GREENWICH,6,540152,178469,2,2 PASSENGER,2 FEMALE,16-24,16,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200839,WALTHAM FOREST,13,540002,186280,1,2 PASSENGER,1 MALE,25-59,34,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200839,WALTHAM FOREST,13,540002,186280,2,2 PASSENGER,2 FEMALE,16-24,21,3,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200839,WALTHAM FOREST,13,540002,186280,3,1 DRIVER/RIDER,1 MALE,25-59,33,3,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200840,BROMLEY,19,543888,170789,1,1 DRIVER/RIDER,1 MALE,16-24,23,3,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200840,BROMLEY,19,543888,170789,2,2 PASSENGER,2 FEMALE,25-59,25,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200840,BROMLEY,19,543888,170789,3,1 DRIVER/RIDER,1 MALE,25-59,31,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200842,WESTMINSTER,1,528415,179732,1,3 PEDESTRIAN,1 MALE,60+,66,1,1 FATAL,08 IN CENTRE OF CARRIAGEWAY,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200843,HARINGEY,31,533269,188621,1,3 PEDESTRIAN,2 FEMALE,25-59,42,1,3 SLIGHT,06 ON FOOTPATH - VERGE,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200845,LEWISHAM,7,535802,173171,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200846,SOUTHWARK,8,531963,179137,1,1 DRIVER/RIDER,1 MALE,25-59,51,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200849,GREENWICH,6,539697,178618,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200856,HARROW,29,515769,191879,1,1 DRIVER/RIDER,2 FEMALE,25-59,40,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200862,BEXLEY,18,548281,175415,1,1 DRIVER/RIDER,2 FEMALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200863,GREENWICH,6,538253,177419,1,1 DRIVER/RIDER,2 FEMALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200865,NEWHAM,17,538503,183839,1,1 DRIVER/RIDER,1 MALE,25-59,46,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200866,TOWER HAMLETS,5,534129,180868,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200867,TOWER HAMLETS,5,536758,181106,1,1 DRIVER/RIDER,1 MALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200874,ENFIELD,32,536319,198127,1,3 PEDESTRIAN,1 MALE,25-59,49,1,3 SLIGHT,06 ON FOOTPATH - VERGE,'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200878,LAMBETH,9,530656,179307,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200880,BARKING & DAGENHAM,16,548188,186864,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,4 CAR
1190200885,SOUTHWARK,8,532246,178460,1,1 DRIVER/RIDER,2 FEMALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200887,LAMBETH,9,531760,172479,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,2 SERIOUS,'-2 NOT APPLICABLE,9 UNKNOWN OR OTHER,2 PEDAL CYCLE
1190200889,BROMLEY,19,539881,170314,1,2 PASSENGER,2 FEMALE,25-59,32,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200889,BROMLEY,19,539881,170314,2,1 DRIVER/RIDER,1 MALE,25-59,39,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200890,GREENWICH,6,542505,177617,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200892,HACKNEY,4,533421,182689,1,1 DRIVER/RIDER,1 MALE,25-59,48,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190200892,HACKNEY,4,533421,182689,2,3 PEDESTRIAN,1 MALE,25-59,39,2,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),'-2 NOT APPLICABLE,1 PEDESTRIAN
1190200893,MERTON,22,522396,168219,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190200894,WALTHAM FOREST,13,537693,190931,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,7 GOODS VEHICLE
1190200899,HAVERING,15,551604,188013,1,2 PASSENGER,1 MALE,0-15,2,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200900,NEWHAM,17,539503,183949,1,1 DRIVER/RIDER,2 FEMALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190200901,HAMMERSMITH & FULHAM,11,523223,180943,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,1 FROM DRIVERS N/SIDE,2 PEDAL CYCLE
1190200902,MERTON,22,524970,170945,1,1 DRIVER/RIDER,1 MALE,25-59,55,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
